image_id,person,car,dog,cat,bicycle
2012_001226,1,0,0,0,0
2008_008208,0,0,0,0,0
2012_001540,1,0,0,0,0
2011_004185,1,0,0,0,0
2008_006225,0,1,0,0,0
2012_003357,1,0,0,0,0
2009_003735,0,0,1,0,0
2008_002043,0,0,0,0,0
2012_002049,1,0,0,0,0
2008_005738,1,0,0,0,1
2010_001481,0,0,0,0,0
2010_000947,0,1,0,0,0
2011_006786,1,0,0,0,0
2008_004426,1,0,0,0,0
2008_000640,1,0,0,0,0
2011_003826,1,0,0,0,0
2012_000892,1,0,0,0,0
2009_001888,0,0,0,0,0
2008_001238,0,0,1,0,0
2008_007891,0,0,0,0,0
2011_002286,1,0,0,0,0
2012_001232,1,0,0,0,0
2008_007649,0,0,1,0,0
2009_004728,0,0,1,0,0
2007_003499,0,0,0,0,0
2011_000491,0,0,0,0,0
2012_002908,1,0,0,0,0
2011_001764,0,0,0,0,0
2011_005502,1,0,0,0,0
2008_008591,1,0,0,0,1
2010_002605,0,0,0,0,0
2008_000873,1,0,0,0,0
2009_003912,0,0,0,0,0
2010_006305,1,0,0,0,0
2011_006779,1,0,0,0,0
2011_001016,0,0,0,0,0
2010_000760,1,0,1,0,0
2010_006311,1,0,0,0,0
2011_003601,1,0,0,0,0
2010_002177,0,0,0,1,0
2008_000867,1,0,0,0,0
2010_003269,0,0,1,0,0
2011_005270,1,0,0,0,0
2010_004506,1,1,0,0,0
2008_008585,0,0,0,1,0
2011_002279,0,0,1,0,0
2011_003167,1,1,0,0,1
2011_001770,0,0,0,0,0
2008_002916,0,0,0,0,0
2009_001687,1,0,1,0,0
2010_004248,0,0,1,0,0
2007_009605,0,0,1,0,0
2011_002251,0,0,0,0,0
2010_003527,0,0,0,1,0
2010_002639,0,0,0,0,0
2009_000599,0,0,0,1,0
2011_004620,1,0,0,0,0
2011_001980,1,0,0,0,0
2009_003090,1,0,0,0,0
2008_005089,1,0,0,0,0
2011_006751,1,0,0,0,0
2008_005937,1,0,0,0,0
2007_005759,1,0,0,0,0
2010_000748,1,0,0,0,0
2011_006989,1,0,0,0,0
2012_003394,1,0,0,0,0
2009_004099,0,0,0,1,0
2011_000320,1,0,0,0,0
2010_001456,0,0,0,0,0
2008_002080,1,0,0,0,0
2008_001589,1,0,0,0,0
2011_004146,1,0,0,0,0
2011_003629,1,0,0,0,0
2010_003241,1,0,0,0,0
2012_001583,1,0,0,0,0
2008_000697,0,0,0,0,0
2011_005258,1,0,0,0,0
2012_000845,1,0,0,0,0
2011_004152,1,0,0,0,0
2012_000689,1,0,0,0,0
2010_003255,0,0,0,0,0
2008_000683,1,0,0,0,0
2008_005923,1,0,0,0,0
2011_006745,1,0,0,0,0
2012_003380,1,0,0,0,0
2008_002094,1,0,0,0,0
2010_000984,0,0,0,0,0
2012_002920,1,0,0,0,0
2009_003084,0,0,0,0,0
2011_001994,1,0,0,0,0
2009_004933,1,1,0,0,1
2009_001693,0,0,0,0,0
2011_002245,1,0,0,0,0
2008_007852,1,0,0,0,0
2012_000460,1,0,0,0,0
2009_000002,0,0,1,1,0
2011_002912,0,0,0,0,0
2008_001774,0,0,0,0,0
2008_007305,0,0,0,0,0
2012_002277,1,0,0,0,0
2009_002615,0,0,0,1,0
2009_004264,0,0,1,0,0
2008_005512,1,0,0,0,0
2009_004502,1,0,0,0,0
2009_002173,0,0,0,0,0
2012_002511,1,0,0,0,0
2012_001018,1,0,0,0,0
2008_001012,1,0,0,0,0
2008_008744,1,0,0,0,0
2008_007477,0,0,0,0,0
2008_000318,0,0,0,0,0
2009_000770,0,0,1,0,0
2012_000312,1,0,0,0,0
2008_005260,0,0,0,0,0
2012_004174,1,0,0,0,0
2008_003611,1,0,0,0,0
2012_002263,1,0,0,0,0
2008_002269,0,0,0,0,1
2009_000016,0,0,1,0,0
2009_001308,0,0,0,0,0
2008_008022,0,0,0,0,0
2008_007311,0,1,1,0,0
2008_004630,1,1,0,0,0
2009_002629,0,0,0,0,0
2011_006590,1,0,0,0,0
2008_002241,1,0,0,0,0
2009_003537,0,0,0,0,0
2010_001697,0,0,0,0,0
2009_004258,1,1,0,0,1
2008_006027,1,0,0,0,0
2010_004937,1,0,0,0,0
2011_005099,1,0,0,0,0
2009_001320,1,0,0,0,0
2008_007339,1,0,0,0,0
2009_000980,0,0,0,0,0
2008_006999,0,0,0,1,0
2010_004089,0,0,1,0,0
2008_000330,1,0,1,0,0
2009_001446,0,0,1,0,0
2009_000758,0,0,0,0,0
2012_003633,1,0,0,0,0
2008_005248,0,0,0,0,0
2008_002527,1,0,0,0,0
2009_003251,1,0,0,0,1
2011_001599,1,0,0,0,1
2010_006846,1,0,0,0,0
2012_003627,1,0,0,0,0
2012_004148,1,0,0,0,0
2008_002533,1,0,0,0,0
2012_002539,1,0,0,0,0
2008_004142,1,1,0,0,1
2010_006852,1,0,0,0,0
2012_001030,1,0,0,0,0
2009_001452,0,0,0,0,0
2011_005933,1,0,0,0,0
2007_000392,1,0,0,0,0
2008_000442,1,0,0,0,0
2010_003094,1,0,0,0,0
2009_005152,0,0,0,0,0
2008_004624,0,0,0,0,0
2011_006584,1,0,0,0,0
2009_003523,0,0,0,0,0
2008_002255,0,0,0,0,0
2012_003141,1,0,0,0,0
2010_001668,0,1,0,0,0
2010_000576,0,0,0,1,0
2010_004710,1,0,0,0,0
2011_002709,1,0,0,0,0
2010_002361,0,1,0,0,0
2007_008043,1,0,0,0,0
2010_003719,1,0,0,0,0
2011_001566,0,0,0,0,1
2011_007117,1,0,0,0,0
2012_003800,1,0,0,0,0
2010_000204,1,0,0,0,0
2011_001572,0,0,0,1,0
2010_006675,1,0,0,0,0
2010_002413,0,0,0,0,0
2011_003365,1,0,0,0,0
2007_001073,0,0,0,0,0
2010_004062,0,0,0,0,0
2011_005714,1,0,0,0,0
2010_004704,1,0,0,0,0
2011_005072,1,0,0,0,0
2010_000562,0,0,0,0,0
2008_000495,0,0,0,0,0
2010_003043,1,0,1,0,0
2007_000423,1,0,0,0,0
2010_005432,0,1,0,0,0
2011_004344,1,0,0,0,0
2012_001959,1,0,0,0,0
2011_000122,0,0,1,0,0
2012_003196,1,0,0,0,0
2009_005185,1,0,1,0,0
2012_002288,1,0,0,0,0
2007_002234,0,0,0,0,0
2012_003828,1,0,0,0,0
2011_006235,1,0,0,0,0
2010_006885,1,0,0,0,0
2008_004195,1,0,0,0,0
2011_000644,1,0,0,0,0
2010_003725,0,0,0,0,0
2011_002053,0,0,0,0,0
2011_004436,1,0,0,0,0
2010_005340,0,0,0,1,0
2008_006796,1,0,0,0,0
2008_007488,1,1,0,0,0
2011_002047,1,0,0,0,0
2010_003731,1,0,0,0,0
2007_009413,1,0,0,0,0
2011_005728,1,0,0,0,0
2009_002198,0,0,1,0,0
2011_000888,1,0,0,0,0
2011_006221,1,0,0,0,0
2010_000238,1,0,0,0,0
2010_006891,1,0,0,0,0
2010_001126,1,0,0,0,0
2008_002296,1,0,0,0,0
2010_001640,0,0,0,0,0
2012_003182,1,0,0,0,0
2009_005191,1,0,0,0,0
2010_004738,0,0,1,0,0
2008_000481,1,0,0,0,0
2007_006046,0,0,0,0,0
2010_003057,0,1,0,0,0
2008_001947,1,0,0,0,0
2010_002349,0,0,1,0,0
2011_004350,1,0,0,0,0
2010_005426,0,0,0,0,0
2009_001268,0,0,0,0,0
2009_000176,0,0,0,0,0
2008_003017,1,0,0,0,0
2010_001907,1,0,0,0,0
2012_002303,1,0,0,0,0
2008_004778,1,0,0,0,0
2011_000917,0,0,0,0,0
2008_005300,0,0,0,1,0
2012_000272,1,0,0,0,0
2008_006609,1,0,0,1,0
2008_001166,1,0,0,0,0
2008_000278,1,1,0,0,0
2008_008624,1,0,0,0,0
2012_000266,1,0,0,0,0
2009_000604,1,0,0,0,0
2012_001178,1,0,0,0,0
2012_002471,1,0,0,0,0
2012_004000,1,0,0,0,0
2008_005472,1,1,0,0,0
2010_001913,0,0,0,1,0
2008_003003,0,0,0,0,0
2012_002317,1,0,0,0,0
2007_004902,1,0,0,0,0
2008_007265,0,0,0,0,1
2011_002872,1,0,0,0,0
2012_000500,1,0,0,0,0
2009_002985,0,0,0,0,1
2011_000095,1,1,0,0,0
2012_003021,1,0,0,0,0
2009_003443,0,0,0,0,0
2008_002335,0,0,0,0,0
2009_001254,1,0,0,0,0
2008_000522,1,0,0,0,0
2010_005585,1,0,1,0,0
2008_006635,1,1,0,0,0
2008_000244,0,0,0,0,0
2012_001150,1,0,0,0,0
2008_008618,1,0,0,0,0
2012_002459,1,0,0,0,0
2008_004022,0,0,0,1,0
2010_006932,1,0,0,0,0
2011_006382,1,0,0,0,0
2008_003995,1,0,0,0,0
2010_001085,0,0,0,0,0
2012_003747,1,0,0,0,0
2010_006926,1,0,0,0,0
2008_004036,1,0,0,0,0
2008_006621,0,0,0,0,0
2011_005847,1,0,0,0,0
2010_002598,0,1,0,0,0
2011_004581,1,0,0,0,0
2009_000638,0,0,0,1,0
2009_001526,0,0,0,0,0
2012_001144,1,0,0,0,0
2010_003686,0,0,0,0,0
2008_000536,0,0,0,1,0
2009_001240,0,1,0,0,0
2010_005591,0,0,0,0,0
2008_006147,0,0,0,0,0
2010_004857,0,0,0,0,0
2009_004338,0,0,0,0,0
2008_002321,1,0,0,0,0
2009_003457,0,0,0,1,0
2009_002749,0,0,0,0,0
2008_004750,0,0,0,0,0
2010_006073,0,0,0,0,0
2010_002215,0,0,0,0,0
2011_003563,1,0,0,0,0
2011_005112,1,0,0,0,0
2010_004102,1,0,0,0,0
2011_005674,1,0,0,0,0
2010_002573,0,0,0,1,0
2011_003205,0,0,0,0,0
2010_006715,1,0,0,0,0
2011_001412,0,0,0,0,0
2012_003960,1,0,0,0,0
2011_000718,0,0,0,0,0
2011_001406,1,1,0,0,0
2010_000370,0,0,1,0,0
2012_003974,1,0,0,0,0
2011_005660,1,0,0,0,0
2010_004116,0,1,0,0,0
2010_003679,0,0,0,0,0
2011_003211,0,0,0,1,0
2010_002567,0,0,0,0,0
2010_005208,0,0,0,1,0
2007_008645,0,0,0,0,0
2011_004218,1,0,0,0,0
2011_005106,1,0,0,0,0
2010_004670,0,0,0,0,0
2007_002368,0,0,0,0,0
2011_001360,0,0,0,0,0
2010_006067,0,0,0,0,0
2008_004977,0,0,0,0,0
2010_005546,0,1,0,0,0
2009_000189,0,0,1,0,0
2008_006190,0,0,0,1,0
2010_002229,0,0,0,0,0
2011_002641,1,0,0,0,0
2010_003137,0,0,0,0,0
2009_002946,1,0,0,0,0
2010_001720,1,0,1,0,0
2011_000730,0,0,1,0,0
2008_003956,1,0,0,0,0
2012_003784,1,0,0,0,0
2010_000358,1,0,0,0,0
2007_002426,1,0,0,0,0
2011_006341,1,0,0,0,0
2011_005648,1,0,0,0,0
2008_000287,0,0,0,0,0
2009_000837,0,0,0,0,0
2010_003651,0,0,0,0,0
2011_005890,1,0,0,0,0
2011_004556,1,0,0,0,0
2008_001199,1,0,0,0,0
2010_003645,1,1,0,0,0
2009_000823,0,0,0,0,0
2012_000299,1,0,0,0,0
2011_005884,1,0,0,0,0
2008_002484,1,0,0,0,0
2010_001052,0,0,0,0,0
2008_003942,0,0,0,0,0
2011_000724,1,1,0,0,0
2012_003948,1,0,0,0,0
2011_006355,1,0,0,0,0
2010_001734,1,1,0,0,0
2009_002952,0,0,0,0,0
2009_003494,1,0,0,0,0
2012_001839,1,0,0,0,0
2010_004894,0,0,0,0,1
2010_003123,0,1,0,0,1
2009_001283,0,0,0,0,0
2011_004973,1,0,0,0,0
2009_000412,0,0,0,0,0
2012_000070,1,0,0,0,0
2009_004674,1,0,0,0,0
2012_003579,1,0,0,0,0
2012_004216,1,0,0,0,0
2009_002205,0,0,0,0,0
2009_002563,0,0,1,0,0
2009_004112,1,0,0,0,0
2008_005664,1,0,0,0,0
2012_000716,1,0,0,0,0
2008_001402,1,0,0,0,1
2012_001408,1,0,0,0,0
2008_007073,0,0,1,0,0
2008_007067,1,0,0,0,1
2008_008354,0,0,0,0,0
2009_005218,0,0,0,0,0
2009_002577,0,0,0,0,0
2009_003669,1,0,0,0,0
2011_006816,1,0,0,0,0
2008_002679,1,0,0,0,1
2009_002211,0,0,0,0,0
2012_002673,1,0,0,0,0
2008_004208,1,0,0,0,0
2008_007701,1,0,0,0,0
2008_008432,1,1,0,0,0
2009_001718,1,0,0,0,1
2012_003545,1,0,0,0,0
2009_004648,1,0,1,0,0
2010_001287,1,0,0,0,0
2012_002883,1,0,0,0,0
2009_003127,0,0,0,0,0
2011_001837,1,0,0,0,0
2009_004890,1,0,0,0,0
2009_002239,1,1,0,0,0
2010_000199,0,0,0,0,0
2010_003490,0,0,0,0,0
2007_007947,0,0,0,0,0
2008_007729,1,0,0,0,0
2010_002956,0,0,0,0,0
2008_001358,1,0,0,0,0
2011_004797,1,0,0,0,0
2008_006351,0,0,0,1,0
2009_001056,0,0,0,0,0
2010_004499,1,0,0,0,0
2008_004546,1,0,0,0,0
2009_003899,0,0,0,0,0
2011_001189,0,0,0,0,0
2010_000827,1,0,0,0,0
2011_000297,0,0,0,0,1
2012_002129,1,0,0,0,0
2008_004552,0,1,0,0,0
2009_003655,0,0,0,1,0
2008_002123,1,0,0,0,0
2012_003237,1,0,0,0,0
2011_000283,0,0,0,0,0
2008_006345,0,0,0,0,0
2009_001042,1,0,0,0,0
2011_003952,1,0,0,0,0
2008_000734,1,0,0,0,0
2008_008368,1,1,0,0,1
2011_002494,0,0,0,0,0
2012_001346,1,0,0,0,0
2009_001724,0,0,0,0,0
2008_000052,1,1,0,0,0
2012_000058,1,0,0,0,0
2010_001293,1,0,1,0,0
2008_002645,1,0,0,0,0
2008_004234,0,0,0,0,0
2011_001610,1,0,0,0,0
2008_002876,0,0,0,0,0
2007_002618,0,0,0,0,0
2007_003506,0,0,0,0,0
2010_006517,1,0,0,0,0
2011_004768,1,0,0,0,0
2009_001917,0,1,0,0,0
2010_002771,1,0,0,1,0
2007_001311,1,0,0,0,1
2010_004466,0,0,0,0,0
2010_003309,0,0,0,1,0
2011_003761,1,0,0,0,0
2010_002017,1,1,0,0,0
2010_006271,1,0,0,0,0
2011_000268,0,0,0,0,0
2011_001176,0,0,0,0,0
2011_006619,1,0,0,0,0
2010_006265,1,0,0,0,0
2010_004472,1,1,0,0,0
2012_000919,1,0,0,0,0
2011_003775,1,0,0,0,0
2007_008321,1,0,0,0,0
2011_003013,1,0,0,0,0
2010_004314,1,0,0,0,0
2007_009759,0,0,0,0,0
2011_005462,1,0,0,0,0
2010_000172,0,0,0,1,0
2010_006503,1,0,0,0,0
2012_002868,1,0,0,0,0
2010_005022,0,0,0,0,0
2008_007932,0,0,0,0,0
2011_004754,1,0,0,0,0
2007_000033,0,0,0,0,0
2010_003453,0,1,0,0,0
2011_002325,0,0,0,0,1
2012_001391,1,0,0,0,0
2010_002995,0,0,1,0,0
2008_000085,0,1,0,0,0
2007_006442,1,0,0,0,0
2012_002698,1,0,0,0,0
2007_002624,1,0,0,0,0
2011_000532,0,0,1,0,0
2010_001522,0,0,0,0,0
2008_004585,0,0,0,0,0
2007_002142,1,0,0,0,0
2008_005843,0,0,0,0,0
2009_001095,0,0,0,0,0
2012_000931,1,0,0,0,0
2010_003335,0,0,0,0,0
2011_002443,1,0,0,0,0
2008_006392,1,1,0,0,0
2010_005744,0,0,0,0,0
2011_004032,1,0,0,0,0
2009_001081,0,0,0,1,0
2011_003991,1,0,0,0,0
2007_000999,1,0,0,0,0
2011_005338,1,0,0,0,0
2011_002457,0,0,0,0,0
2010_003321,1,0,1,0,0
2008_007098,0,0,0,0,0
2011_003749,1,0,0,0,0
2008_006386,0,0,1,0,0
2011_004026,1,0,0,0,0
2010_005750,0,1,0,0,0
2009_003696,0,0,0,0,0
2010_001536,0,1,0,0,0
2010_000628,0,1,0,0,0
2011_006631,1,0,0,0,0
2008_005857,0,0,0,1,0
2009_002588,1,0,0,0,0
2011_006157,1,0,0,0,0
2009_004847,1,0,0,0,0
2008_003598,1,0,0,0,0
2011_000526,0,0,0,0,0
2010_001250,1,0,0,0,0
2007_004241,0,0,0,0,0
2008_002686,0,0,0,0,0
2007_007748,1,0,0,0,0
2011_004740,1,0,0,0,0
2010_002759,0,0,1,0,0
2007_000027,1,0,0,0,0
2012_001385,1,0,0,0,0
2011_004998,1,0,0,0,0
2009_000389,0,0,0,0,0
2011_004030,1,0,0,0,0
2010_005746,0,0,0,0,0
2008_000939,1,1,0,0,0
2010_002029,0,0,1,0,0
2008_006390,1,0,0,0,0
2010_003337,0,0,1,1,0
2009_001097,0,1,0,0,0
2007_009015,0,1,0,0,0
2011_006627,1,0,0,0,0
2009_003858,0,0,0,0,0
2008_005699,0,0,0,1,0
2011_000256,1,0,0,0,0
2010_001520,0,0,0,0,0
2012_002842,1,0,0,0,0
2012_003584,1,0,0,0,0
2011_000530,0,0,0,0,0
2010_001246,1,1,0,0,1
2008_002848,1,0,0,0,0
2011_006141,1,0,0,0,0
2007_005149,0,0,1,0,0
2011_002327,1,0,0,0,0
2010_003451,0,0,0,1,0
2012_001393,1,0,0,0,0
2009_001929,0,0,0,0,0
2011_003039,1,0,0,0,0
2008_001399,0,0,0,0,0
2008_000093,0,0,0,0,0
2011_004742,1,0,0,0,0
2012_002856,1,0,0,0,0
2008_002684,0,0,0,0,0
2009_004845,0,0,0,0,0
2011_006155,1,0,0,0,0
2008_005855,1,0,0,0,0
2008_004593,0,0,0,0,0
2010_001534,0,0,0,1,0
2009_003694,0,0,0,0,0
2010_005752,0,1,0,0,0
2008_006384,0,0,0,1,0
2011_002455,1,0,0,0,1
2009_001083,1,1,0,0,0
2010_000602,0,0,0,1,0
2010_006273,1,0,0,0,0
2008_000905,0,0,0,0,0
2010_002015,0,0,0,0,0
2011_003763,1,0,0,0,0
2011_005312,1,0,0,0,0
2011_005474,1,0,0,0,0
2009_001915,0,0,0,0,1
2011_003005,0,0,0,0,0
2010_006515,1,0,0,0,0
2011_001612,1,0,0,0,1
2010_006501,1,0,0,0,0
2011_000518,1,0,0,0,0
2011_001606,0,1,0,0,0
2008_002860,0,0,0,0,0
2010_000170,0,0,1,0,0
2011_006169,1,0,0,0,0
2011_005460,1,0,0,0,0
2010_003479,0,0,1,0,0
2011_003011,0,0,0,0,0
2010_002767,1,0,0,0,1
2010_005008,0,0,1,0,0
2008_007918,1,1,0,0,0
2011_003777,1,0,0,0,0
2008_000911,0,0,0,0,0
2008_008395,1,0,0,0,0
2008_005869,1,0,0,0,0
2009_003870,0,0,0,0,0
2011_001160,0,0,0,0,0
2010_000616,0,0,0,1,0
2012_003221,1,0,0,0,0
2008_005882,0,0,1,1,0
2009_005232,0,0,0,0,0
2008_004544,1,0,0,0,0
2011_002482,1,0,0,0,0
2012_001436,1,0,0,0,0
2009_001054,1,0,0,0,0
2011_003944,1,0,0,0,0
2010_005785,0,1,0,0,0
2008_006353,0,0,0,0,0
2009_001732,0,0,0,0,0
2007_006483,1,0,0,0,0
2010_002954,0,0,0,0,0
2012_001350,1,0,0,0,0
2009_003125,1,0,0,0,0
2008_002653,1,0,0,0,0
2009_004886,0,0,0,0,0
2011_006196,1,0,0,0,0
2008_003559,0,0,0,1,0
2012_002895,1,0,0,0,0
2008_002647,0,0,0,0,0
2011_001821,1,0,0,0,0
2012_003553,1,0,0,0,0
2010_001291,0,0,0,1,0
2008_006421,1,0,1,0,0
2009_000438,0,0,0,1,0
2010_002940,0,1,0,0,0
2008_000050,0,1,0,0,0
2012_001344,1,0,0,0,0
2010_005949,0,1,0,0,0
2008_007059,0,0,0,1,0
2009_001040,0,0,0,0,0
2008_001428,0,0,0,0,0
2010_005791,0,0,0,1,0
2008_006347,0,0,0,1,0
2009_004138,0,0,0,0,0
2011_006828,1,0,0,0,0
2010_000831,0,0,0,0,0
2009_003657,0,1,0,0,0
2009_002549,0,0,0,0,0
2008_004550,0,0,0,0,0
2008_008342,0,0,0,0,0
2009_001068,1,0,0,0,0
2011_003978,1,0,0,0,0
2012_000714,1,0,0,0,0
2011_006800,1,0,0,0,0
2009_002561,0,0,0,1,0
2008_003571,0,0,0,0,0
2012_000072,1,0,0,0,0
2008_006409,0,0,0,0,0
2008_001366,1,0,0,0,0
2009_000410,0,0,1,0,0
2008_000078,0,0,1,0,0
2008_007717,1,0,0,0,0
2011_004971,1,0,0,0,0
2008_008424,0,0,0,0,0
2008_003565,1,0,0,0,0
2009_004662,0,0,0,0,0
2008_005114,0,0,0,0,0
2008_003203,1,0,0,0,0
2012_002117,1,0,0,0,0
2010_005975,0,0,0,1,0
2008_008356,0,0,0,0,0
2008_001414,0,0,0,1,0
2010_005222,1,0,0,1,0
2011_004554,1,0,0,0,0
2010_003653,0,0,1,0,0
2011_006343,1,0,0,0,0
2012_002498,1,0,0,0,0
2010_001044,0,1,0,0,0
2011_000732,1,0,0,0,0
2012_003786,1,0,0,0,0
2008_002492,0,0,0,0,0
2009_003482,1,0,0,0,0
2011_000054,1,0,0,0,0
2011_006425,1,0,0,0,0
2008_001825,1,0,0,0,0
2010_003135,1,0,0,0,0
2008_006192,0,0,0,0,0
2008_007298,0,0,0,0,0
2011_002657,0,0,0,0,1
2010_004896,0,0,1,0,0
2008_006186,1,0,0,0,0
2011_004226,1,0,0,0,0
2011_001438,1,0,0,0,0
2008_003940,1,0,0,0,1
2012_003792,1,0,0,0,0
2011_004540,1,0,0,0,0
2010_005236,1,1,0,0,0
2011_005886,1,0,0,0,0
2012_001185,1,0,0,0,0
2011_002131,0,0,0,0,0
2009_000821,1,1,0,0,0
2008_000291,0,0,0,0,0
2011_007061,1,0,0,0,0
2010_006717,1,0,0,0,0
2011_004568,1,0,0,0,0
2011_003207,0,0,1,0,0
2011_002119,0,0,0,0,0
2011_005676,1,0,0,0,0
2008_006810,0,0,0,1,0
2010_004666,1,0,0,0,0
2007_001677,0,0,0,0,0
2011_003561,1,0,0,0,0
2010_005578,1,0,0,0,0
2012_001813,1,0,0,0,0
2008_004961,1,0,0,0,0
2011_000068,0,0,0,0,0
2009_002978,0,0,0,0,0
2011_006419,1,0,0,0,0
2008_004975,0,0,1,0,0
2007_005405,1,0,0,0,0
2010_004672,1,0,1,0,0
2011_005104,1,0,0,0,0
2008_008197,0,0,0,0,0
2010_002203,0,0,0,0,0
2007_008647,1,0,0,0,0
2010_002565,0,0,0,0,0
2011_003213,0,0,0,0,0
2010_000372,0,1,0,0,0
2011_001404,0,0,0,0,0
2010_006703,1,0,0,0,0
2010_001087,0,0,0,0,0
2008_003997,0,0,0,0,0
2009_004448,0,0,0,1,0
2008_002451,1,0,0,0,0
2009_003327,0,0,0,0,0
2009_002039,0,0,1,0,0
2011_006380,1,0,0,0,0
2010_000399,0,0,0,0,0
2008_004020,1,1,0,0,0
2012_001152,1,0,0,0,0
2008_007529,0,1,0,0,0
2010_003690,1,0,1,0,0
2008_000246,1,0,0,0,0
2008_001158,1,0,0,0,0
2010_003848,0,0,0,0,0
2008_006637,0,0,0,0,0
2008_006151,1,0,0,0,0
2010_004841,0,0,0,1,0
2010_005587,0,1,0,0,0
2012_001634,1,0,0,0,0
2011_001389,0,0,1,0,0
2009_005030,0,0,0,0,0
2010_001939,0,0,0,1,0
2009_003441,1,0,0,0,0
2012_003023,1,0,0,0,0
2009_005024,0,0,0,0,0
2008_004752,0,0,1,0,0
2009_003455,0,0,0,0,0
2009_002993,1,0,0,0,0
2011_000083,0,0,1,0,0
2010_004855,0,0,0,0,0
2008_006145,1,0,0,0,0
2010_005593,0,0,0,0,0
2009_001242,0,0,0,0,0
2011_002694,1,0,0,0,0
2012_001146,1,0,0,0,0
2008_000252,1,1,0,0,0
2011_005845,1,0,0,0,0
2008_006623,0,0,0,0,0
2008_003983,1,0,0,0,0
2009_003333,0,0,0,0,0
2008_002445,1,0,0,0,0
2011_006394,1,0,0,0,0
2010_006924,1,0,0,0,0
2008_007515,0,0,0,0,0
2008_001164,0,0,0,0,0
2010_003874,0,0,0,0,0
2007_008690,1,0,0,0,0
2007_006865,0,0,0,0,0
2008_003773,1,0,0,0,0
2012_002467,1,0,0,0,0
2012_002301,1,0,0,0,0
2009_002763,0,0,0,0,0
2008_003015,1,0,0,0,0
2009_004312,0,0,0,0,0
2012_000516,1,0,0,0,0
2011_002864,0,0,0,0,0
2008_001602,1,0,0,0,0
2008_007273,0,0,0,0,0
2008_006179,0,0,0,0,0
2011_002870,0,0,0,0,0
2009_000160,0,1,0,0,0
2008_008154,1,0,0,0,0
2008_003001,1,0,0,0,0
2010_001911,0,0,1,0,0
2009_002777,1,1,0,0,1
2009_003469,0,0,0,0,1
2008_005316,1,1,0,0,0
2012_004002,1,0,0,0,0
2008_003767,0,0,0,0,0
2009_002011,0,0,0,0,0
2011_000901,0,1,0,0,0
2012_002473,1,0,0,0,0
2008_004008,0,0,0,0,0
2008_008632,0,0,0,0,0
2008_007501,0,0,0,0,0
2009_001518,0,0,0,0,0
2010_003860,0,0,0,0,0
2008_001170,1,0,0,0,0
2009_000606,1,0,0,0,0
2011_005879,1,0,0,0,0
2012_000264,1,0,0,0,0
2010_004048,0,0,0,1,0
2011_002051,1,0,0,0,0
2010_002439,0,0,0,0,0
2011_004420,1,0,0,0,0
2007_004121,1,0,0,0,0
2009_003290,1,0,0,0,0
2011_000646,1,0,0,0,0
2008_003820,1,0,0,0,0
2010_001130,1,0,0,0,0
2011_001558,0,0,0,0,0
2010_006887,1,0,0,0,0
2011_006237,1,0,0,0,0
2010_000548,1,0,0,0,0
2009_002830,0,0,0,0,0
2010_001656,0,0,0,1,0
2008_002280,1,0,0,0,0
2011_004346,1,0,0,0,0
2008_001789,1,0,0,0,0
2011_003429,1,0,0,0,0
2008_001951,1,0,0,0,0
2011_005058,1,0,0,0,0
2010_005424,0,0,0,0,0
2011_004352,1,0,0,0,0
2012_000489,1,0,0,0,0
2008_001945,0,0,0,0,0
2010_003055,1,0,1,0,0
2011_002723,1,0,0,0,0
2009_005193,0,0,0,0,0
2009_002824,1,1,0,0,0
2012_003180,1,0,0,0,0
2008_002294,0,0,0,1,0
2012_004189,1,0,0,0,0
2009_003284,0,0,0,0,0
2010_001124,0,0,1,0,0
2011_000652,0,0,0,0,0
2010_006893,1,0,0,0,0
2009_001493,0,0,0,0,0
2009_000955,0,0,0,1,0
2011_002045,1,0,0,0,0
2011_007115,1,0,0,0,0
2010_004074,0,0,0,0,0
2010_002405,1,0,0,0,0
2007_007414,1,1,0,0,0
2012_001967,1,0,0,0,0
2010_002363,1,1,0,0,0
2010_004712,0,0,0,1,0
2010_000574,1,0,1,0,0
2011_006579,1,0,0,0,0
2011_001216,0,0,0,0,0
2011_000108,0,0,0,1,0
2010_006111,1,0,0,0,0
2011_003401,1,0,0,0,0
2008_001979,1,0,0,0,0
2007_001717,1,0,0,0,0
2011_005070,1,0,0,0,0
2011_005716,1,0,0,0,0
2010_004060,0,0,0,1,0
2009_000969,1,0,0,0,0
2011_002079,0,0,0,0,0
2011_003367,1,0,0,0,0
2010_001118,0,1,0,0,0
2009_003253,0,0,0,0,0
2011_000685,0,0,0,0,0
2012_003631,1,0,0,0,0
2011_005925,1,0,0,0,0
2012_000338,1,0,0,0,0
2008_006743,0,0,1,0,0
2009_001444,0,0,0,1,0
2010_003082,0,0,1,0,0
2008_001992,1,0,0,0,0
2009_001322,0,0,0,0,0
2012_001998,1,0,0,0,0
2011_004385,1,0,0,0,0
2008_002243,1,0,0,0,0
2009_005144,0,0,0,0,1
2008_004632,0,0,0,0,0
2008_005538,0,0,0,0,0
2009_003521,0,0,0,0,0
2009_005150,0,0,0,0,0
2012_001754,1,0,0,0,0
2008_001986,1,0,0,0,1
2011_004391,1,0,0,0,0
2009_000028,0,0,0,0,0
2011_002938,0,0,1,0,0
2008_006031,0,0,0,0,0
